ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,PoS,Function,Level
noga1249-GB069,noga1249,GB069,0,GB069-0,,Csato (1998:333-342),adjective,other,word
noga1249-GB070,noga1249,GB070,1,GB070-1,,Csato (1998:336),noun,argument marking (core),word
noga1249-GB071,noga1249,GB071,1,GB071-1,,Csato (1998:336-337),pronoun,argument marking (core),word
noga1249-GB072,noga1249,GB072,1,GB072-1,,Csato (1998:337),noun,argument marking (non-core),word
noga1249-GB073,noga1249,GB073,1,GB073-1,,Csato (1998:336-337),pronoun,argument marking (non-core),word
noga1249-GB074,noga1249,GB074,0,GB074-0,,Csato (1998:340),other,argument marking (non-core),NP
noga1249-GB075,noga1249,GB075,1,GB075-1,,Csato (1998:340),other,argument marking (non-core),NP
noga1249-GB079,noga1249,GB079,0,GB079-0,,Csato (1998:333-342),verb,TAME+,word
noga1249-GB080,noga1249,GB080,1,GB080-1,,Csato (1998:338),verb,TAME+,word
noga1249-GB081,noga1249,GB081,0,GB081-0,,Csato (1998:333-342),verb,TAME+,word
noga1249-GB082,noga1249,GB082,1,GB082-1,,Csato (1998:339),verb,TAME,word
noga1249-GB083,noga1249,GB083,1,GB083-1,,Csato (1998:339),verb,TAME,word
noga1249-GB084,noga1249,GB084,1,GB084-1,There is a so-called 'prospective (future)' marker.,Csato (1998:339),verb,TAME,word
noga1249-GB086,noga1249,GB086,1,GB086-1,,Csato (1998:338),verb,TAME,word
noga1249-GB089,noga1249,GB089,1,GB089-1,,Csato (1998:338),verb,argument marking (core),word
noga1249-GB090,noga1249,GB090,0,GB090-0,,Csato (1998:338),verb,argument marking (core),word
noga1249-GB091,noga1249,GB091,1,GB091-1,,Csato (1998:338),verb,argument marking (core),word
noga1249-GB092,noga1249,GB092,0,GB092-0,,Csato (1998:338),verb,argument marking (core),word
noga1249-GB093,noga1249,GB093,0,GB093-0,,Csato (1998:338),verb,argument marking (core),word
noga1249-GB094,noga1249,GB094,0,GB094-0,,Csato (1998:338),verb,argument marking (core),word
noga1249-GB095,noga1249,GB095,0,GB095-0,,Csato (1998:333-342),verb,argument marking (core),word
noga1249-GB096,noga1249,GB096,0,GB096-0,,Csato (1998:333-342),verb,argument marking (core),word
noga1249-GB098,noga1249,GB098,0,GB098-0,,Csato (1998:333-342),verb,argument marking (core),word
noga1249-GB099,noga1249,GB099,0,GB099-0,,Csato (1998:333-342),verb,argument marking (core),word
noga1249-GB103,noga1249,GB103,0,GB103-0,,Csato (1998:338),verb,argument marking (non-core),word
noga1249-GB104,noga1249,GB104,0,GB104-0,,Csato (1998:338),verb,argument marking (non-core),word
noga1249-GB105,noga1249,GB105,0,GB105-0,,Csato (1998:336),verb,argument marking (non-core),word
noga1249-GB107,noga1249,GB107,1,GB107-1,,Csato (1998:339),verb,negation,word
noga1249-GB108,noga1249,GB108,0,GB108-0,,Csato (1998:333-342),verb,argument marking (non-core),word
noga1249-GB109,noga1249,GB109,0,GB109-0,,Csato (1998:333-342),verb,argument marking (core),word
noga1249-GB110,noga1249,GB110,0,GB110-0,,Csato (1998:333-342),verb,TAME,word
noga1249-GB111,noga1249,GB111,0,GB111-0,No irregularities mentioned.,Csato (1998:333-342),verb,TAME+,word
noga1249-GB113,noga1249,GB113,1,GB113-1,,Csato (1998:338),verb,valency,word
noga1249-GB114,noga1249,GB114,1,GB114-1,,Csato (1998:338),verb,valency,word
noga1249-GB115,noga1249,GB115,1,GB115-1,,Csato (1998:338),verb,valency,word
noga1249-GB116,noga1249,GB116,0,GB116-0,,Csato (1998:333-342),verb,argument marking (core),word
noga1249-GB117,noga1249,GB117,1,GB117-1,,Csato (1998:341),verb,non-verbal predication,clause
noga1249-GB118,noga1249,GB118,0,GB118-0,,Csato (1998:333-342),verb,verb complex,clause
noga1249-GB119,noga1249,GB119,1,GB119-1,,Csato (1998:339),verb,TAME,clause
noga1249-GB120,noga1249,GB120,1,GB120-1,,Csato (1998:338),verb,TAME,clause
noga1249-GB121,noga1249,GB121,1,GB121-1,,Csato (1998:339),verb,TAME,clause
noga1249-GB122,noga1249,GB122,?,GB122-?,Not mentioned.,Csato (1998:333-342),verb,verb complex,word
noga1249-GB123,noga1249,GB123,?,GB123-?,Not mentioned.,Csato (1998:333-342),verb,verb complex,clause
noga1249-GB124,noga1249,GB124,0,GB124-0,,Csato (1998:338),verb,valency,word
noga1249-GB126,noga1249,GB126,?,GB126-?,No examples available.,Csato (1998:333-342),verb,non-verbal predication,clause
noga1249-GB127,noga1249,GB127,?,GB127-?,No examples available.,Csato (1998:333-342),verb,non-verbal predication,clause
noga1249-GB129,noga1249,GB129,0,GB129-0,,Csato (1998:333-342),verb,other,word
noga1249-GB131,noga1249,GB131,0,GB131-0,,Csato (1998:341),verb,word order,clause
noga1249-GB132,noga1249,GB132,0,GB132-0,,Csato (1998:341),verb,word order,clause
noga1249-GB133,noga1249,GB133,1,GB133-1,,Csato (1998:341),verb,word order,clause
noga1249-GB134,noga1249,GB134,1,GB134-1,,Csato (1998:341),not assignable,word order,clause
noga1249-GB135,noga1249,GB135,1,GB135-1,,Csato (1998:341),not assignable,word order,clause
noga1249-GB136,noga1249,GB136,?,GB136-?,Not mentioned.,Csato (1998:341),not assignable,word order,clause
noga1249-GB137,noga1249,GB137,1,GB137-1,"Marked on the verb, which appears to be clause-finally.",Csato (1998:339),verb,negation,clause
noga1249-GB138,noga1249,GB138,0,GB138-0,,Csato (1998:339),verb,negation,clause
noga1249-GB139,noga1249,GB139,?,GB139-?,No examples available.,Csato (1998:339),verb,negation,clause
noga1249-GB140,noga1249,GB140,?,GB140-?,No examples available.,Csato (1998:339),verb,non-verbal predication,clause
noga1249-GB146,noga1249,GB146,?,GB146-?,,Csato (1998:333-342),noun,argument marking (core),multiple
noga1249-GB147,noga1249,GB147,1,GB147-1,,Csato (1998:338),verb,valency,word
noga1249-GB148,noga1249,GB148,0,GB148-0,,Csato (1998:338),verb,valency,word
noga1249-GB149,noga1249,GB149,0,GB149-0,,Csato (1998:333-342),verb,argument marking (core),word
noga1249-GB150,noga1249,GB150,1,GB150-1,,Csato (1998:340-341),verb,verb complex,clause
noga1249-GB151,noga1249,GB151,0,GB151-0,,Csato (1998:333-342),verb,argument marking (core),clause
noga1249-GB152,noga1249,GB152,1,GB152-1,,Csato (1998:340-341),verb,TAME,clause
noga1249-GB155,noga1249,GB155,1,GB155-1,,Csato (1998:338),verb,valency,word
noga1249-GB156,noga1249,GB156,0,GB156-0,,Csato (1998:338),verb,valency,word
noga1249-GB158,noga1249,GB158,?,GB158-?,Not mentioned.,Csato (1998:333-342),verb,TAME+,word
noga1249-GB159,noga1249,GB159,0,GB159-0,Not mentioned.,Csato (1998:333-342),noun,number,word
noga1249-GB160,noga1249,GB160,?,GB160-?,Not mentioned.,Csato (1998:333-342),adjective,other,word
noga1249-GB165,noga1249,GB165,0,GB165-0,,Csato (1998:336),noun,number,word
noga1249-GB166,noga1249,GB166,0,GB166-0,,Csato (1998:336),noun,number,word
noga1249-GB167,noga1249,GB167,0,GB167-0,,Csato (1998:336-337),pronoun,deixis,clause
noga1249-GB170,noga1249,GB170,0,GB170-0,,Csato (1998:333-342),adjective,class agreement,NP
noga1249-GB171,noga1249,GB171,0,GB171-0,,Csato (1998:333-342),demonstrative,class agreement,NP
noga1249-GB172,noga1249,GB172,0,GB172-0,,Csato (1998:333-342),multiple,class agreement,NP
noga1249-GB177,noga1249,GB177,0,GB177-0,,Csato (1998:333-342),verb,argument marking (core),word
noga1249-GB184,noga1249,GB184,0,GB184-0,,Csato (1998:333-342),adjective,number,NP
noga1249-GB185,noga1249,GB185,?,GB185-?,"There are plural forms, but it is not clear, whether they are used adnominally.",Csato (1998:337),demonstrative,number,NP
noga1249-GB186,noga1249,GB186,0,GB186-0,,Csato (1998:340),article,number,NP
noga1249-GB187,noga1249,GB187,?,GB187-?,Not mentioned.,Csato (1998:333-342),noun,denominal derivation,word
noga1249-GB188,noga1249,GB188,?,GB188-?,Not mentioned.,Csato (1998:333-342),noun,denominal derivation,word
noga1249-GB192,noga1249,GB192,0,GB192-0,,Csato (1998:333-342),multiple,class agreement,clause
noga1249-GB196,noga1249,GB196,0,GB196-0,,Csato (1998:336-337),pronoun,deixis,word
noga1249-GB197,noga1249,GB197,0,GB197-0,,Csato (1998:336-337),pronoun,deixis,word
noga1249-GB198,noga1249,GB198,0,GB198-0,,Csato (1998:333-342),numeral,class agreement,NP
noga1249-GB204,noga1249,GB204,1,GB204-1,,Csato (1998:337),other,quantification,multiple
noga1249-GB250,noga1249,GB250,?,GB250-?,Not mentioned.,Csato (1998:333-342),verb,non-verbal predication,clause
noga1249-GB252,noga1249,GB252,?,GB252-?,Not mentioned.,Csato (1998:333-342),multiple,non-verbal predication,clause
noga1249-GB253,noga1249,GB253,?,GB253-?,Not mentioned.,Csato (1998:333-342),multiple,non-verbal predication,clause
noga1249-GB254,noga1249,GB254,?,GB254-?,Not mentioned.,Csato (1998:333-342),multiple,non-verbal predication,clause
noga1249-GB256,noga1249,GB256,?,GB256-?,Not mentioned.,Csato (1998:333-342),multiple,non-verbal predication,clause
noga1249-GB257,noga1249,GB257,?,GB257-?,Not mentioned.,Csato (1998:333-342),not assignable,interrogation,clause
noga1249-GB260,noga1249,GB260,?,GB260-?,Not mentioned.,Csato (1998:333-342),multiple,interrogation,clause
noga1249-GB262,noga1249,GB262,0,GB262-0,,Csato (1998:333-342),particle,interrogation,clause
noga1249-GB263,noga1249,GB263,?,GB263-?,Not mentioned.,Csato (1998:333-342),particle,interrogation,clause
noga1249-GB264,noga1249,GB264,?,GB264-?,Not mentioned.,Csato (1998:333-342),particle,word order,clause
noga1249-GB265,noga1249,GB265,0,GB265-0,,Csato (1998:342),verb,non-verbal predication,clause
noga1249-GB266,noga1249,GB266,1,GB266-1,,Csato (1998:342),multiple,non-verbal predication,clause
noga1249-GB270,noga1249,GB270,0,GB270-0,,Csato (1998:342),multiple,non-verbal predication,clause
noga1249-GB273,noga1249,GB273,0,GB273-0,,Csato (1998:342),particle,non-verbal predication,clause
noga1249-GB275,noga1249,GB275,1,GB275-1,,Csato (1998:335),adjective,non-verbal predication,word
noga1249-GB276,noga1249,GB276,1,GB276-1,,Csato (1998:342),particle,non-verbal predication,clause
noga1249-GB285,noga1249,GB285,?,GB285-?,Not mentioned.,Csato (1998:333-342),multiple,interrogation,clause
noga1249-GB286,noga1249,GB286,0,GB286-0,,Csato (1998:333-342),verb,interrogation,clause
noga1249-GB291,noga1249,GB291,0,GB291-0,,Csato (1998:333-342),not assignable,interrogation,clause
noga1249-GB296,noga1249,GB296,0,GB296-0,Not mentioned.,Csato (1998:333-342),other,other,word
noga1249-GB297,noga1249,GB297,0,GB297-0,,Csato (1998:333-342),verb,interrogation,clause
noga1249-GB298,noga1249,GB298,0,GB298-0,,Csato (1998:339),verb,negation,clause
noga1249-GB299,noga1249,GB299,0,GB299-0,,Csato (1998:339),particle,negation,clause
noga1249-GB300,noga1249,GB300,0,GB300-0,,Csato (1998:333-342),verb,TAME+,word
noga1249-GB301,noga1249,GB301,?,GB301-?,Not mentioned.,Csato (1998:333-342),multiple,deixis,clause
noga1249-GB302,noga1249,GB302,0,GB302-0,,Csato (1998:338),particle,valency,clause
noga1249-GB303,noga1249,GB303,0,GB303-0,,Csato (1998:338),particle,valency,clause
noga1249-GB304,noga1249,GB304,?,GB304-?,Not mentioned.,Csato (1998:338),multiple,valency,clause
noga1249-GB305,noga1249,GB305,1,GB305-1,,Csato (1998:336-337),pronoun,valency,word
noga1249-GB306,noga1249,GB306,0,GB306-0,,Csato (1998:336-337),pronoun,valency,word
noga1249-GB309,noga1249,GB309,1,GB309-1,,Csato (1998:339),verb,TAME,clause
noga1249-GB312,noga1249,GB312,1,GB312-1,,Csato (1998:339),verb,TAME,word
noga1249-GB313,noga1249,GB313,0,GB313-0,,Csato (1998:336-337),pronoun,possession,word
noga1249-GB314,noga1249,GB314,0,GB314-0,,Csato (1998:333-342),multiple,class agreement,word
noga1249-GB315,noga1249,GB315,0,GB315-0,,Csato (1998:333-342),multiple,class agreement,word
noga1249-GB316,noga1249,GB316,0,GB316-0,,Csato (1998:336),particle,number,NP
noga1249-GB317,noga1249,GB317,0,GB317-0,,Csato (1998:336),particle,number,NP
noga1249-GB318,noga1249,GB318,0,GB318-0,,Csato (1998:336),particle,number,NP
noga1249-GB319,noga1249,GB319,0,GB319-0,,Csato (1998:336),particle,number,NP
noga1249-GB320,noga1249,GB320,0,GB320-0,,Csato (1998:336),particle,number,NP
noga1249-GB321,noga1249,GB321,0,GB321-0,,Csato (1998:333-342),multiple,class agreement,word
noga1249-GB322,noga1249,GB322,0,GB322-0,Not mentioned.,Csato (1998:339),verb,TAME,clause
noga1249-GB323,noga1249,GB323,0,GB323-0,Not mentioned.,Csato (1998:339),verb,TAME,clause
noga1249-GB324,noga1249,GB324,0,GB324-0,,Csato (1998:337),verb,interrogation,clause
noga1249-GB325,noga1249,GB325,0,GB325-0,,Csato (1998:337),particle,quantification,word
noga1249-GB326,noga1249,GB326,1,GB326-1,,Csato (1998:337),not assignable,word order,clause
noga1249-GB327,noga1249,GB327,0,GB327-0,,Csato (1998:340),not assignable,word order,clause
noga1249-GB328,noga1249,GB328,1,GB328-1,,Csato (1998:340),not assignable,word order,clause
noga1249-GB329,noga1249,GB329,0,GB329-0,,Csato (1998:340),not assignable,word order,clause
noga1249-GB330,noga1249,GB330,0,GB330-0,,Csato (1998:340),not assignable,word order,clause
noga1249-GB331,noga1249,GB331,0,GB331-0,,Csato (1998:340),not assignable,word order,clause
noga1249-GB333,noga1249,GB333,1,GB333-1,,Csato (1998:337),other,quantification,word
noga1249-GB334,noga1249,GB334,0,GB334-0,,Csato (1998:337),other,quantification,word
noga1249-GB335,noga1249,GB335,0,GB335-0,,Csato (1998:337),other,quantification,word
noga1249-GB336,noga1249,GB336,0,GB336-0,,Csato (1998:337),noun,quantification,word
noga1249-GB400,noga1249,GB400,0,GB400-0,,Csato (1998:333-342),verb,TAME,clause
noga1249-GB401,noga1249,GB401,?,GB401-?,Not mentioned.,Csato (1998:333-342),verb,valency,clause
noga1249-GB402,noga1249,GB402,0,GB402-0,,Csato (1998:333-342),verb,TAME+,word
noga1249-GB403,noga1249,GB403,0,GB403-0,,Csato (1998:333-342),verb,TAME+,word
noga1249-GB408,noga1249,GB408,1,GB408-1,,Csato (1998:336),multiple,argument marking (core),clause
noga1249-GB409,noga1249,GB409,0,GB409-0,,Csato (1998:336),multiple,argument marking (core),clause
noga1249-GB410,noga1249,GB410,?,GB410-?,"Not mentioned, whether accusative marking is obligatory.",Csato (1998:336),multiple,argument marking (core),clause
noga1249-GB415,noga1249,GB415,0,GB415-0,Not mentioned.,Csato (1998:336-337),pronoun,deixis,word
noga1249-GB421,noga1249,GB421,0,GB421-0,,Csato (1998:341),not assignable,word order,clause
noga1249-GB422,noga1249,GB422,0,GB422-0,,Csato (1998:341),not assignable,word order,clause
noga1249-GB430,noga1249,GB430,0,GB430-0,,Csato (1998:336),multiple,possession,word
noga1249-GB431,noga1249,GB431,0,GB431-0,,Csato (1998:336),multiple,possession,word
noga1249-GB432,noga1249,GB432,1,GB432-1,,Csato (1998:336),multiple,possession,word
noga1249-GB433,noga1249,GB433,1,GB433-1,,Csato (1998:336),multiple,possession,word
noga1249-GB519,noga1249,GB519,0,GB519-0,,Csato (1998:339),particle,TAME,clause
noga1249-GB520,noga1249,GB520,0,GB520-0,,Csato (1998:338),particle,TAME,clause
noga1249-GB521,noga1249,GB521,0,GB521-0,,Csato (1998:333-342),particle,TAME,clause
noga1249-GB522,noga1249,GB522,1,GB522-1,,Csato (1998:341-342),not assignable,argument marking (core),clause
noga1249-TE003,noga1249,TE003,1,TE003-1,,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TE004,noga1249,TE004,0,TE004-0,,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TE005,noga1249,TE005,?,TE005-?,Not obligatory.,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TE006,noga1249,TE006,?,TE006-?,Not obligatory.,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TE007,noga1249,TE007,?,TE007-?,Not obligatory.,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TE008,noga1249,TE008,1,TE008-1,,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TE018,noga1249,TE018,1,TE018-1,,Csato (1998:336-337),pronoun,phonological distinctiveness,phonological shape
noga1249-TE019,noga1249,TE019,1,TE019-1,,Csato (1998:336-337),pronoun,phonological distinctiveness,phonological shape
noga1249-TE027,noga1249,TE027,1,TE027-1,,Csato (1998:336-337),pronoun,deixis,word
noga1249-TE031,noga1249,TE031,1,TE031-1,,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TE037,noga1249,TE037,1,TE037-1,,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TE038,noga1249,TE038,1,TE038-1,,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TE039,noga1249,TE039,0,TE039-0,,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TE050,noga1249,TE050,?,TE050-?,No examples available.,Csato (1998:333-342),noun,number,NP
noga1249-TE052,noga1249,TE052,?,TE052-?,Not mentioned.,Csato (1998:336),multiple,argument marking (core),word
noga1249-TE053,noga1249,TE053,0,TE053-0,,Csato (1998:336),multiple,argument marking (non-core),word
noga1249-TE054,noga1249,TE054,?,TE054-?,Not mentioned.,Csato (1998:333-342),multiple,interrogation,clause
noga1249-TE059,noga1249,TE059,?,TE059-?,,Csato (1998:338),verb,valency,word
noga1249-TE066,noga1249,TE066,1,TE066-1,,Csato (1998:334),verb,TAME,word
noga1249-TE078,noga1249,TE078,0,TE078-0,,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TS001,noga1249,TS001,1,TS001-1,,Csato (1998:340),not assignable,word order,NP
noga1249-TS002,noga1249,TS002,0,TS002-0,,Csato (1998:340),not assignable,word order,NP
noga1249-TS003,noga1249,TS003,1,TS003-1,,Csato (1998:340),not assignable,word order,NP
noga1249-TS004,noga1249,TS004,0,TS004-0,,Csato (1998:340),not assignable,word order,NP
noga1249-TS005,noga1249,TS005,1,TS005-1,,Csato (1998:336),not assignable,word order,NP
noga1249-TS006,noga1249,TS006,1,TS006-1,,Csato (1998:336),not assignable,word order,NP
noga1249-TS007,noga1249,TS007,1,TS007-1,,Csato (1998:340),not assignable,word order,NP
noga1249-TS008,noga1249,TS008,0,TS008-0,,Csato (1998:340),not assignable,word order,NP
noga1249-TS009,noga1249,TS009,1,TS009-1,,Csato (1998:337),not assignable,word order,NP
noga1249-TS010,noga1249,TS010,0,TS010-0,,Csato (1998:340),not assignable,word order,NP
noga1249-TS079,noga1249,TS079,0,TS079-0,,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TS080,noga1249,TS080,0,TS080-0,,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
noga1249-TS086,noga1249,TS086,1,TS086-1,,Csato (1998:341),not assignable,word order,clause
noga1249-TS087,noga1249,TS087,0,TS087-0,,Csato (1998:341),not assignable,word order,clause
noga1249-TS088,noga1249,TS088,0,TS088-0,,Csato (1998:333-334),not assignable,phonological distinctiveness,phonological shape
ogam1239-GB020,ogam1239,GB020,0,GB020-0,,Pellard (2010:113-166),article,deixis,NP
ogam1239-GB021,ogam1239,GB021,0,GB021-0,,Pellard (2010:113-166),article,deixis,NP
ogam1239-GB022,ogam1239,GB022,0,GB022-0,,Pellard (2010:113-166),article,deixis,NP
ogam1239-GB023,ogam1239,GB023,0,GB023-0,,Pellard (2010:113-166),article,deixis,NP
ogam1239-GB026,ogam1239,GB026,0,GB026-0,"numeral and noun can occur discontinuously, but it is probably not possible for adnominal property words",Pellard (2010:123),not assignable,word order,NP
ogam1239-GB027,ogam1239,GB027,0,GB027-0,,"Pellard (2010:125, 143); Pellard (2009:169, 187-188)",multiple,argument marking (non-core),NP
ogam1239-GB028,ogam1239,GB028,0,GB028-0,,Pellard (2010:129),pronoun,deixis,word
ogam1239-GB030,ogam1239,GB030,0,GB030-0,,Pellard (2010:129),pronoun,deixis,word
ogam1239-GB031,ogam1239,GB031,0,GB031-0,,Pellard (2010:129),pronoun,deixis,word
ogam1239-GB035,ogam1239,GB035,0,GB035-0,,Pellard (2010:127),demonstrative,deixis,word
ogam1239-GB036,ogam1239,GB036,0,GB036-0,,Pellard (2010:127),demonstrative,deixis,word
ogam1239-GB037,ogam1239,GB037,0,GB037-0,,Pellard (2010:127),demonstrative,deixis,word
ogam1239-GB038,ogam1239,GB038,0,GB038-0,,Pellard (2010:113-166),noun,deixis,word
ogam1239-GB039,ogam1239,GB039,0,GB039-0,,Pellard (2010:131),noun,number,word
ogam1239-GB041,ogam1239,GB041,0,GB041-0,Not mentioned.,Pellard (2010:113-166),noun,number,word
ogam1239-GB042,ogam1239,GB042,0,GB042-0,,Pellard (2010:131),noun,number,word
ogam1239-GB043,ogam1239,GB043,0,GB043-0,,Pellard (2010:131),noun,number,word
ogam1239-GB044,ogam1239,GB044,0,GB044-0,it is optional and restricted to animate nouns,Pellard (2009:138),noun,number,word
ogam1239-GB046,ogam1239,GB046,1,GB046-1,,Pellard (2009:138); Pellard (2010:131),noun,number,word
ogam1239-GB047,ogam1239,GB047,0,GB047-0,not productive,Pellard (2009:118); Pellard (2010:142),noun,denominal derivation,word
ogam1239-GB048,ogam1239,GB048,1,GB048-1,,Pellard (2010:142),noun,denominal derivation,word
ogam1239-GB049,ogam1239,GB049,0,GB049-0,,Pellard (2010:142),noun,denominal derivation,word
ogam1239-GB051,ogam1239,GB051,0,GB051-0,,Pellard (2010:113-166),multiple,class agreement,word
ogam1239-GB052,ogam1239,GB052,0,GB052-0,,Pellard (2010:113-166),multiple,class agreement,word
ogam1239-GB053,ogam1239,GB053,0,GB053-0,,Pellard (2010:113-166),multiple,class agreement,word
ogam1239-GB054,ogam1239,GB054,0,GB054-0,,Pellard (2010:113-166),multiple,class agreement,word
ogam1239-GB057,ogam1239,GB057,1,GB057-1,,Pellard (2010:130),noun,quantification,word
ogam1239-GB058,ogam1239,GB058,0,GB058-0,,Pellard (2010:113-166),noun,possession,word
ogam1239-GB059,ogam1239,GB059,0,GB059-0,,Pellard (2010:113-166),noun,possession,word
ogam1239-GB068,ogam1239,GB068,0,GB068-0,,"Pellard (2010:126, 140)",adjective,non-verbal predication,word
ogam1239-GB069,ogam1239,GB069,0,GB069-0,,"Pellard (2010:126, 140)",adjective,other,word
ogam1239-GB070,ogam1239,GB070,1,GB070-1,"these are clitics, but they aren't defined in phonological terms",Pellard (2010:143),noun,argument marking (core),word
ogam1239-GB071,ogam1239,GB071,1,GB071-1,"these are clitics, but they aren't defined in phonological terms",Pellard (2010:143),pronoun,argument marking (core),word
ogam1239-GB072,ogam1239,GB072,1,GB072-1,"these are clitics, but they aren't defined in phonological terms",Pellard (2010:143),noun,argument marking (non-core),word
ogam1239-GB073,ogam1239,GB073,1,GB073-1,"these are clitics, but they aren't defined in phonological terms",Pellard (2010:143),pronoun,argument marking (non-core),word
ogam1239-GB074,ogam1239,GB074,0,GB074-0,,Pellard (2010:135),other,argument marking (non-core),NP
ogam1239-GB075,ogam1239,GB075,1,GB075-1,'role markers' have 'postposition-like properties',Pellard (2010:135),other,argument marking (non-core),NP
ogam1239-GB079,ogam1239,GB079,0,GB079-0,,Pellard (2010:125),verb,TAME+,word
ogam1239-GB080,ogam1239,GB080,1,GB080-1,,Pellard (2010:125),verb,TAME+,word
ogam1239-GB081,ogam1239,GB081,0,GB081-0,,Pellard (2010:113-166),verb,TAME+,word
ogam1239-GB082,ogam1239,GB082,0,GB082-0,,"Pellard (2010:137, 150)",verb,TAME,word
ogam1239-GB083,ogam1239,GB083,1,GB083-1,,"Pellard (2010:137, 150)",verb,TAME,word
ogam1239-GB084,ogam1239,GB084,0,GB084-0,,"Pellard (2010:137, 150)",verb,TAME,word
ogam1239-GB086,ogam1239,GB086,1,GB086-1,,"Pellard (2010:138, 147-148, 155)",verb,TAME,word
ogam1239-GB089,ogam1239,GB089,0,GB089-0,,Pellard (2010:113-166),verb,argument marking (core),word
ogam1239-GB090,ogam1239,GB090,0,GB090-0,,Pellard (2010:113-166),verb,argument marking (core),word
ogam1239-GB091,ogam1239,GB091,0,GB091-0,,Pellard (2010:113-166),verb,argument marking (core),word
ogam1239-GB092,ogam1239,GB092,0,GB092-0,,Pellard (2010:113-166),verb,argument marking (core),word
ogam1239-GB093,ogam1239,GB093,0,GB093-0,,Pellard (2010:113-166),verb,argument marking (core),word
ogam1239-GB094,ogam1239,GB094,0,GB094-0,,Pellard (2010:113-166),verb,argument marking (core),word
ogam1239-GB095,ogam1239,GB095,0,GB095-0,,Pellard (2010:113-166),verb,argument marking (core),word
ogam1239-GB096,ogam1239,GB096,0,GB096-0,,Pellard (2010:113-166),verb,argument marking (core),word
ogam1239-GB098,ogam1239,GB098,0,GB098-0,,Pellard (2010:113-166),verb,argument marking (core),word
ogam1239-GB099,ogam1239,GB099,0,GB099-0,,Pellard (2009:152-153),verb,argument marking (core),word
ogam1239-GB103,ogam1239,GB103,0,GB103-0,,"Pellard (2010:139, 148-150)",verb,argument marking (non-core),word
ogam1239-GB104,ogam1239,GB104,0,GB104-0,,"Pellard (2010:139, 148-150)",verb,argument marking (non-core),word
ogam1239-GB105,ogam1239,GB105,0,GB105-0,,"Pellard (2009:236, 244); Pellard (2010:148)",verb,argument marking (non-core),word
ogam1239-GB107,ogam1239,GB107,1,GB107-1,,"Pellard (2010:137, 147-148)",verb,negation,word
ogam1239-GB108,ogam1239,GB108,1,GB108-1,there is a marker of the 'goal of motion',Pellard (2010:138),verb,argument marking (non-core),word
ogam1239-GB109,ogam1239,GB109,0,GB109-0,,Pellard (2009:152-153),verb,argument marking (core),word
ogam1239-GB110,ogam1239,GB110,0,GB110-0,for mood,Pellard (2009:152-153),verb,TAME,word
ogam1239-GB111,ogam1239,GB111,1,GB111-1,,Pellard (2010:135-136),verb,TAME+,word
ogam1239-GB113,ogam1239,GB113,1,GB113-1,,Pellard (2009:217),verb,valency,word
ogam1239-GB114,ogam1239,GB114,0,GB114-0,,"Pellard (2009:121-123, 145-148)",verb,valency,word
ogam1239-GB115,ogam1239,GB115,?,GB115-?,Not mentioned.,Pellard (2010:113-166),verb,valency,word
ogam1239-GB116,ogam1239,GB116,0,GB116-0,,Pellard (2010:113-166),verb,argument marking (core),word
ogam1239-GB117,ogam1239,GB117,0,GB117-0,in most cases copula is not required,Pellard (2010:146),verb,non-verbal predication,clause
ogam1239-GB118,ogam1239,GB118,1,GB118-1,,"Pellard (2010:139-140, 144)",verb,verb complex,clause
ogam1239-GB119,ogam1239,GB119,1,GB119-1,,"Pellard (2010:137, 151-154)",verb,TAME,clause
ogam1239-GB120,ogam1239,GB120,1,GB120-1,,Pellard (2010:155-157),verb,TAME,clause
ogam1239-GB121,ogam1239,GB121,0,GB121-0,,"Pellard (2010:137, 150)",verb,TAME,clause
ogam1239-GB122,ogam1239,GB122,0,GB122-0,,Pellard (2009:154); Pellard (2010:139-140),verb,verb complex,word
ogam1239-GB123,ogam1239,GB123,?,GB123-?,Not mentioned.,Pellard (2010:113-166),verb,verb complex,clause
ogam1239-GB124,ogam1239,GB124,0,GB124-0,,"Pellard (2010:139, 148-150)",verb,valency,word
ogam1239-GB126,ogam1239,GB126,1,GB126-1,,"Pellard (2010:132, 146)",verb,non-verbal predication,clause
