ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,PoS,Function,Level
ikem1235-GB285,ikem1235,GB285,0,GB285-0,,Hayashi (2010:173),multiple,interrogation,clause
ikem1235-GB286,ikem1235,GB286,0,GB286-0,,Hayashi (2010:173),verb,interrogation,clause
ikem1235-GB291,ikem1235,GB291,0,GB291-0,,Hayashi (2010:173),not assignable,interrogation,clause
ikem1235-GB296,ikem1235,GB296,?,GB296-?,Not mentioned.,Hayashi (2010:167-188),other,other,word
ikem1235-GB297,ikem1235,GB297,0,GB297-0,,Hayashi (2010:173),verb,interrogation,clause
ikem1235-GB298,ikem1235,GB298,0,GB298-0,only nominal negation,Hayashi (2010:180),verb,negation,clause
ikem1235-GB299,ikem1235,GB299,0,GB299-0,,Hayashi (2010:180),particle,negation,clause
ikem1235-GB300,ikem1235,GB300,?,GB300-?,Not mentioned.,Hayashi (2010:167-188),verb,TAME+,word
ikem1235-GB301,ikem1235,GB301,?,GB301-?,Not mentioned.,Hayashi (2010:167-188),multiple,deixis,clause
ikem1235-GB302,ikem1235,GB302,0,GB302-0,,"Hayashi (2010:178, 182)",particle,valency,clause
ikem1235-GB303,ikem1235,GB303,0,GB303-0,,"Hayashi (2010:178, 182)",particle,valency,clause
ikem1235-GB304,ikem1235,GB304,1,GB304-1,,Hayashi (2010:178),multiple,valency,clause
ikem1235-GB305,ikem1235,GB305,?,GB305-?,Not mentioned.,Hayashi (2010:167-188),pronoun,valency,word
ikem1235-GB306,ikem1235,GB306,?,GB306-?,Not mentioned.,Hayashi (2010:167-188),pronoun,valency,word
ikem1235-GB309,ikem1235,GB309,0,GB309-0,,Hayashi (2010:180-181),verb,TAME,clause
ikem1235-GB312,ikem1235,GB312,1,GB312-1,,Hayashi (2010:177),verb,TAME,word
ikem1235-GB313,ikem1235,GB313,?,GB313-?,Not mentioned.,Hayashi (2010:167-188),pronoun,possession,word
ikem1235-GB314,ikem1235,GB314,0,GB314-0,,Hayashi (2010:167-188),multiple,class agreement,word
ikem1235-GB315,ikem1235,GB315,0,GB315-0,,Hayashi (2010:167-188),multiple,class agreement,word
ikem1235-GB316,ikem1235,GB316,0,GB316-0,,"Hayashi (2010:177,185)",particle,number,NP
ikem1235-GB317,ikem1235,GB317,0,GB317-0,,"Hayashi (2010:177,185)",particle,number,NP
ikem1235-GB318,ikem1235,GB318,0,GB318-0,,"Hayashi (2010:177,185)",particle,number,NP
ikem1235-GB319,ikem1235,GB319,0,GB319-0,,"Hayashi (2010:177,185)",particle,number,NP
ikem1235-GB320,ikem1235,GB320,0,GB320-0,,"Hayashi (2010:177,185)",particle,number,NP
ikem1235-GB321,ikem1235,GB321,0,GB321-0,,Hayashi (2010:167-188),multiple,class agreement,word
ikem1235-GB322,ikem1235,GB322,?,GB322-?,Not mentioned.,Hayashi (2010:167-188),verb,TAME,clause
ikem1235-GB323,ikem1235,GB323,?,GB323-?,Not mentioned.,Hayashi (2010:167-188),verb,TAME,clause
ikem1235-GB324,ikem1235,GB324,?,GB324-?,Not mentioned.,Hayashi (2010:167-188),verb,interrogation,clause
ikem1235-GB325,ikem1235,GB325,?,GB325-?,Not mentioned.,Hayashi (2010:167-188),particle,quantification,word
ikem1235-GB326,ikem1235,GB326,?,GB326-?,Not mentioned.,Hayashi (2010:167-188),not assignable,word order,clause
ikem1235-GB327,ikem1235,GB327,0,GB327-0,,Hayashi (2010:174),not assignable,word order,clause
ikem1235-GB328,ikem1235,GB328,1,GB328-1,,Hayashi (2010:174),not assignable,word order,clause
ikem1235-GB329,ikem1235,GB329,?,GB329-?,Not mentioned.,Hayashi (2010:167-188),not assignable,word order,clause
ikem1235-GB330,ikem1235,GB330,?,GB330-?,Not mentioned.,Hayashi (2010:167-188),not assignable,word order,clause
ikem1235-GB331,ikem1235,GB331,?,GB331-?,Not mentioned.,Hayashi (2010:167-188),not assignable,word order,clause
ikem1235-GB333,ikem1235,GB333,?,GB333-?,Not mentioned.,Hayashi (2010:167-188),other,quantification,word
ikem1235-GB334,ikem1235,GB334,?,GB334-?,Not mentioned.,Hayashi (2010:167-188),other,quantification,word
ikem1235-GB335,ikem1235,GB335,?,GB335-?,Not mentioned.,Hayashi (2010:167-188),other,quantification,word
ikem1235-GB336,ikem1235,GB336,?,GB336-?,Not mentioned.,Hayashi (2010:167-188),noun,quantification,word
ikem1235-GB400,ikem1235,GB400,0,GB400-0,Not mentioned.,Hayashi (2010:167-188),verb,TAME,clause
ikem1235-GB401,ikem1235,GB401,?,GB401-?,Not mentioned.,Hayashi (2010:167-188),verb,valency,clause
ikem1235-GB402,ikem1235,GB402,?,GB402-?,Not mentioned.,Hayashi (2010:167-188),verb,TAME+,word
ikem1235-GB403,ikem1235,GB403,?,GB403-?,Not mentioned.,Hayashi (2010:167-188),verb,TAME+,word
ikem1235-GB408,ikem1235,GB408,1,GB408-1,,Hayashi (2010:178),multiple,argument marking (core),clause
ikem1235-GB409,ikem1235,GB409,0,GB409-0,,Hayashi (2010:178),multiple,argument marking (core),clause
ikem1235-GB410,ikem1235,GB410,0,GB410-0,,Hayashi (2010:178),multiple,argument marking (core),clause
ikem1235-GB415,ikem1235,GB415,?,GB415-?,Not mentioned.,Hayashi (2010:167-188),pronoun,deixis,word
ikem1235-GB421,ikem1235,GB421,?,GB421-?,Not mentioned.,Hayashi (2010:167-188),not assignable,word order,clause
ikem1235-GB422,ikem1235,GB422,?,GB422-?,Not mentioned.,Hayashi (2010:167-188),not assignable,word order,clause
ikem1235-GB430,ikem1235,GB430,0,GB430-0,,Hayashi (2010:174),multiple,possession,word
ikem1235-GB431,ikem1235,GB431,0,GB431-0,,Hayashi (2010:174),multiple,possession,word
ikem1235-GB432,ikem1235,GB432,1,GB432-1,it is marked by a citic,Hayashi (2010:174),multiple,possession,word
ikem1235-GB433,ikem1235,GB433,0,GB433-0,,Hayashi (2010:174),multiple,possession,word
ikem1235-GB519,ikem1235,GB519,1,GB519-1,,Hayashi (2010:181),particle,TAME,clause
ikem1235-GB520,ikem1235,GB520,0,GB520-0,,Hayashi (2010:181),particle,TAME,clause
ikem1235-GB521,ikem1235,GB521,0,GB521-0,,Hayashi (2010:180-181),particle,TAME,clause
ikem1235-GB522,ikem1235,GB522,1,GB522-1,,Hayashi (2010:183),not assignable,argument marking (core),clause
ikem1235-TE003,ikem1235,TE003,0,TE003-0,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TE004,ikem1235,TE004,0,TE004-0,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TE005,ikem1235,TE005,0,TE005-0,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TE006,ikem1235,TE006,?,TE006-?,,Hayashi (2010:167-188),not assignable,phonological distinctiveness,phonological shape
ikem1235-TE007,ikem1235,TE007,1,TE007-1,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TE008,ikem1235,TE008,1,TE008-1,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TE018,ikem1235,TE018,?,TE018-?,Not mentioned.,Hayashi (2010:167-188),pronoun,phonological distinctiveness,phonological shape
ikem1235-TE019,ikem1235,TE019,?,TE019-?,Not mentioned.,Hayashi (2010:167-188),pronoun,phonological distinctiveness,phonological shape
ikem1235-TE027,ikem1235,TE027,?,TE027-?,Not mentioned.,Hayashi (2010:167-188),pronoun,deixis,word
ikem1235-TE031,ikem1235,TE031,0,TE031-0,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TE037,ikem1235,TE037,1,TE037-1,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TE038,ikem1235,TE038,0,TE038-0,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TE039,ikem1235,TE039,1,TE039-1,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TE050,ikem1235,TE050,0,TE050-0,,"Hayashi (2010:183,185)",noun,number,NP
ikem1235-TE052,ikem1235,TE052,0,TE052-0,,Hayashi (2010:178),multiple,argument marking (core),word
ikem1235-TE053,ikem1235,TE053,?,TE053-?,,Hayashi (2010:167-188),multiple,argument marking (non-core),word
ikem1235-TE054,ikem1235,TE054,1,TE054-1,,Hayashi (2010:173),multiple,interrogation,clause
ikem1235-TE059,ikem1235,TE059,0,TE059-0,,Hayashi (2010:178),verb,valency,word
ikem1235-TE066,ikem1235,TE066,0,TE066-0,,Hayashi (2010:177),verb,TAME,word
ikem1235-TE078,ikem1235,TE078,0,TE078-0,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TS001,ikem1235,TS001,0,TS001-0,"Probably not, no examples mentioned.","Hayashi (2010:183,185)",not assignable,word order,NP
ikem1235-TS002,ikem1235,TS002,1,TS002-1,,"Hayashi (2010:183,185)",not assignable,word order,NP
ikem1235-TS003,ikem1235,TS003,1,TS003-1,,Hayashi (2010:174),not assignable,word order,NP
ikem1235-TS004,ikem1235,TS004,0,TS004-0,,Hayashi (2010:174),not assignable,word order,NP
ikem1235-TS005,ikem1235,TS005,1,TS005-1,,Hayashi (2010:174),not assignable,word order,NP
ikem1235-TS006,ikem1235,TS006,0,TS006-0,,Hayashi (2010:174),not assignable,word order,NP
ikem1235-TS007,ikem1235,TS007,1,TS007-1,,Hayashi (2010:183),not assignable,word order,NP
ikem1235-TS008,ikem1235,TS008,0,TS008-0,,Hayashi (2010:183),not assignable,word order,NP
ikem1235-TS009,ikem1235,TS009,?,TS009-?,,Hayashi (2010:167-188),not assignable,word order,NP
ikem1235-TS010,ikem1235,TS010,?,TS010-?,,Hayashi (2010:167-188),not assignable,word order,NP
ikem1235-TS079,ikem1235,TS079,0,TS079-0,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TS080,ikem1235,TS080,0,TS080-0,,Hayashi (2010:169),not assignable,phonological distinctiveness,phonological shape
ikem1235-TS086,ikem1235,TS086,1,TS086-1,,Hayashi (2010:167-188),not assignable,word order,clause
ikem1235-TS087,ikem1235,TS087,0,TS087-0,,Hayashi (2010:167-188),not assignable,word order,clause
ikem1235-TS088,ikem1235,TS088,0,TS088-0,,Hayashi (2010:167-188),not assignable,phonological distinctiveness,phonological shape
nucl1643-GB020,nucl1643,GB020,0,GB020-0,,Hinds (1986:234),article,deixis,NP
nucl1643-GB021,nucl1643,GB021,0,GB021-0,,Hinds (1986:236),article,deixis,NP
nucl1643-GB022,nucl1643,GB022,0,GB022-0,,Hinds (1986:234-236),article,deixis,NP
nucl1643-GB023,nucl1643,GB023,0,GB023-0,,Hinds (1986:234-236),article,deixis,NP
nucl1643-GB026,nucl1643,GB026,0,GB026-0,,Hinds (1986:345-346),not assignable,word order,NP
nucl1643-GB027,nucl1643,GB027,0,GB027-0,,Martin (1988:203); Hinds (1986:93-97),multiple,argument marking (non-core),NP
nucl1643-GB028,nucl1643,GB028,0,GB028-0,,Robbeets (2017:611); Hinds (1986:250),pronoun,deixis,word
nucl1643-GB030,nucl1643,GB030,1,GB030-1,,"Hinds (1986:239, 257)",pronoun,deixis,word
nucl1643-GB031,nucl1643,GB031,0,GB031-0,,Hinds (1986:239),pronoun,deixis,word
nucl1643-GB035,nucl1643,GB035,1,GB035-1,,Hinds (1986:232-233),demonstrative,deixis,word
nucl1643-GB036,nucl1643,GB036,0,GB036-0,,Hinds (1986:232-233),demonstrative,deixis,word
nucl1643-GB037,nucl1643,GB037,0,GB037-0,,Hinds (1986:232-233),demonstrative,deixis,word
nucl1643-GB038,nucl1643,GB038,0,GB038-0,,Hinds (1986:1-445),noun,deixis,word
nucl1643-GB039,nucl1643,GB039,1,GB039-1,,Hinds (1986:222-226),noun,number,word
nucl1643-GB041,nucl1643,GB041,0,GB041-0,,Hinds (1986:222-223),noun,number,word
nucl1643-GB042,nucl1643,GB042,0,GB042-0,,Hinds (1986:222-223),noun,number,word
nucl1643-GB043,nucl1643,GB043,0,GB043-0,,Hinds (1986:222-223),noun,number,word
nucl1643-GB044,nucl1643,GB044,0,GB044-0,Only humans and higher animals can be marked for plural number.,Kaiser (2013:9-13); Hinds (1986:222-223),noun,number,word
nucl1643-GB046,nucl1643,GB046,1,GB046-1,,Kaiser (2013:11); Hinds (1986:223),noun,number,word
nucl1643-GB047,nucl1643,GB047,1,GB047-1,,Hinds (1986:364-365),noun,denominal derivation,word
nucl1643-GB048,nucl1643,GB048,0,GB048-0,,Hinds (1986:364-365),noun,denominal derivation,word
nucl1643-GB049,nucl1643,GB049,1,GB049-1,,Hinds (1986:364-365),noun,denominal derivation,word
nucl1643-GB051,nucl1643,GB051,0,GB051-0,,Hinds (1986:226),multiple,class agreement,word
nucl1643-GB052,nucl1643,GB052,0,GB052-0,,Hinds (1986:226),multiple,class agreement,word
nucl1643-GB053,nucl1643,GB053,0,GB053-0,,Hinds (1986:226),multiple,class agreement,word
nucl1643-GB054,nucl1643,GB054,0,GB054-0,,Hinds (1986:226),multiple,class agreement,word
nucl1643-GB057,nucl1643,GB057,1,GB057-1,,Hinds (1986:229-231),noun,quantification,word
nucl1643-GB058,nucl1643,GB058,0,GB058-0,,Hinds (1986:1-445),noun,possession,word
nucl1643-GB059,nucl1643,GB059,0,GB059-0,,"Hinds (1986:138-139, 203)",noun,possession,word
nucl1643-GB068,nucl1643,GB068,1,GB068-1,,Hinds (1986:345-346),adjective,non-verbal predication,word
nucl1643-GB069,nucl1643,GB069,1,GB069-1,,Hinds (1986:345-346),adjective,other,word
nucl1643-GB070,nucl1643,GB070,1,GB070-1,clitics,Hinds (1986:187),noun,argument marking (core),word
nucl1643-GB071,nucl1643,GB071,1,GB071-1,clitics,"Hinds (1986:239, 261)",pronoun,argument marking (core),word
nucl1643-GB072,nucl1643,GB072,1,GB072-1,clitics,Hinds (1986:187),noun,argument marking (non-core),word
nucl1643-GB073,nucl1643,GB073,1,GB073-1,clitics,"Hinds (1986:239, 261)",pronoun,argument marking (non-core),word
nucl1643-GB074,nucl1643,GB074,0,GB074-0,,"Hinds (1986:187, 210-216, 351-354)",other,argument marking (non-core),NP
nucl1643-GB075,nucl1643,GB075,1,GB075-1,clitics,"Hinds (1986:187, 210-216, 351-354)",other,argument marking (non-core),NP
nucl1643-GB079,nucl1643,GB079,0,GB079-0,,Hinds (1986:1-445),verb,TAME+,word
nucl1643-GB080,nucl1643,GB080,1,GB080-1,,Hinds (1986:294-296),verb,TAME+,word
nucl1643-GB081,nucl1643,GB081,0,GB081-0,,Hinds (1986:1-445),verb,TAME+,word
nucl1643-GB082,nucl1643,GB082,1,GB082-1,nonpast,Kaiser (2013:211); Hinds (1986:294),verb,TAME,word
nucl1643-GB083,nucl1643,GB083,1,GB083-1,,Kaiser (2013:188); ,verb,TAME,word
nucl1643-GB084,nucl1643,GB084,0,GB084-0,,Hinds (1986:296),verb,TAME,word
nucl1643-GB086,nucl1643,GB086,1,GB086-1,the marker is not dedicated,Hinds (1986:303-304); Kaiser (2013:216),verb,TAME,word
nucl1643-GB089,nucl1643,GB089,0,GB089-0,,"Hinds (1986:323, 327)",verb,argument marking (core),word
nucl1643-GB090,nucl1643,GB090,0,GB090-0,,"Hinds (1986:323, 327)",verb,argument marking (core),word
nucl1643-GB091,nucl1643,GB091,0,GB091-0,,"Hinds (1986:323, 327)",verb,argument marking (core),word
nucl1643-GB092,nucl1643,GB092,0,GB092-0,,"Hinds (1986:323, 327)",verb,argument marking (core),word
nucl1643-GB093,nucl1643,GB093,0,GB093-0,,"Hinds (1986:323, 327)",verb,argument marking (core),word
nucl1643-GB094,nucl1643,GB094,0,GB094-0,,"Hinds (1986:323, 327)",verb,argument marking (core),word
nucl1643-GB095,nucl1643,GB095,0,GB095-0,,Hinds (1986:187),verb,argument marking (core),word
nucl1643-GB096,nucl1643,GB096,0,GB096-0,,Hinds (1986:187),verb,argument marking (core),word
nucl1643-GB098,nucl1643,GB098,0,GB098-0,,Hinds (1986:187),verb,argument marking (core),word
nucl1643-GB099,nucl1643,GB099,0,GB099-0,,Hinds (1986:426),verb,argument marking (core),word
nucl1643-GB103,nucl1643,GB103,0,GB103-0,,Hinds (1986:199-200),verb,argument marking (non-core),word
nucl1643-GB104,nucl1643,GB104,0,GB104-0,,Hinds (1986:201),verb,argument marking (non-core),word
nucl1643-GB105,nucl1643,GB105,1,GB105-1,,Hinds (1986:193-195),verb,argument marking (non-core),word
nucl1643-GB107,nucl1643,GB107,1,GB107-1,,Hinds (1986:97-99),verb,negation,word
nucl1643-GB108,nucl1643,GB108,0,GB108-0,directional meaning is expressed by auxiliaries,Kaiser (2013:218-232),verb,argument marking (non-core),word
nucl1643-GB109,nucl1643,GB109,0,GB109-0,,Hinds (1986:426),verb,argument marking (core),word
nucl1643-GB110,nucl1643,GB110,0,GB110-0,,Hinds (1986:426),verb,TAME,word
nucl1643-GB111,nucl1643,GB111,1,GB111-1,,Kaiser (2013:184-187),verb,TAME+,word
nucl1643-GB113,nucl1643,GB113,1,GB113-1,,Hinds (1986:285),verb,valency,word
nucl1643-GB114,nucl1643,GB114,0,GB114-0,,Hinds (1986:328),verb,valency,word
nucl1643-GB115,nucl1643,GB115,1,GB115-1,,"Hinds (1986:124, 328-329)",verb,valency,word
nucl1643-GB116,nucl1643,GB116,0,GB116-0,,Hinds (1986:1-445),verb,argument marking (core),word
nucl1643-GB117,nucl1643,GB117,1,GB117-1,,"Kaiser (2013:42, 197); Hinds (1986:132, 196)",verb,non-verbal predication,clause
nucl1643-GB118,nucl1643,GB118,0,GB118-0,,Hinds (1986:1-445),verb,verb complex,clause
nucl1643-GB119,nucl1643,GB119,0,GB119-0,,Hinds (1986:309-322),verb,TAME,clause
nucl1643-GB120,nucl1643,GB120,1,GB120-1,,Hinds (1986:303-308); Kaiser (2013:216),verb,TAME,clause
nucl1643-GB121,nucl1643,GB121,0,GB121-0,,Hinds (1986:293-297),verb,TAME,clause
nucl1643-GB122,nucl1643,GB122,1,GB122-1,,Hinds (1986:330-331),verb,verb complex,word
nucl1643-GB123,nucl1643,GB123,1,GB123-1,,Kaiser (2013:31-32),verb,verb complex,clause
nucl1643-GB124,nucl1643,GB124,0,GB124-0,,Hinds (1986:1-445),verb,valency,word
nucl1643-GB126,nucl1643,GB126,1,GB126-1,,Kaiser (2013:203); Hinds (1986:168),verb,non-verbal predication,clause
nucl1643-GB127,nucl1643,GB127,0,GB127-0,,Hinds (1986:210-216),verb,non-verbal predication,clause
nucl1643-GB129,nucl1643,GB129,0,GB129-0,,Hinds (1986:1-445),verb,other,word
nucl1643-GB131,nucl1643,GB131,0,GB131-0,,Hinds (1986:192-193),verb,word order,clause
nucl1643-GB132,nucl1643,GB132,0,GB132-0,,Hinds (1986:192-193),verb,word order,clause
nucl1643-GB133,nucl1643,GB133,1,GB133-1,,Hinds (1986:192-193); Ishizuka (2012:3),verb,word order,clause
nucl1643-GB134,nucl1643,GB134,1,GB134-1,,Hinds (1986:192-193),not assignable,word order,clause
nucl1643-GB135,nucl1643,GB135,1,GB135-1,,"Hinds (1986:53, 88, 123, 315, 202, 235, 240)",not assignable,word order,clause
nucl1643-GB136,nucl1643,GB136,0,GB136-0,,Hinds (1986:189-190),not assignable,word order,clause
nucl1643-GB137,nucl1643,GB137,1,GB137-1,,Hinds (1986:97-104),verb,negation,clause
nucl1643-GB138,nucl1643,GB138,0,GB138-0,,Hinds (1986:97-104),verb,negation,clause
nucl1643-GB139,nucl1643,GB139,1,GB139-1,addition of the infiniteness marker,"Hinds (1986:177, 240, 279)",verb,negation,clause
nucl1643-GB140,nucl1643,GB140,1,GB140-1,,Kaiser (2013:443-455),verb,non-verbal predication,clause
nucl1643-GB146,nucl1643,GB146,1,GB146-1,,Hinds (1986:286-289),noun,argument marking (core),multiple
nucl1643-GB147,nucl1643,GB147,1,GB147-1,,Hinds (1986:273-280),verb,valency,word
nucl1643-GB148,nucl1643,GB148,0,GB148-0,,Hinds (1986:1-445),verb,valency,word
nucl1643-GB149,nucl1643,GB149,0,GB149-0,,Hinds (1986:1-445),verb,argument marking (core),word
nucl1643-GB150,nucl1643,GB150,1,GB150-1,,Hinds (1986:84-85),verb,verb complex,clause
nucl1643-GB151,nucl1643,GB151,0,GB151-0,,Hinds (1986:1-445),verb,argument marking (core),clause
nucl1643-GB152,nucl1643,GB152,0,GB152-0,,Hinds (1986:1-445),verb,TAME,clause
nucl1643-GB155,nucl1643,GB155,1,GB155-1,,Hinds (1986:285-289),verb,valency,word
nucl1643-GB156,nucl1643,GB156,0,GB156-0,,Hinds (1986:286-289),verb,valency,word
nucl1643-GB158,nucl1643,GB158,0,GB158-0,not productive,Kaiser (2013:292-293); Hinds (1986:297),verb,TAME+,word
nucl1643-GB159,nucl1643,GB159,0,GB159-0,"it is not productive, only a few nouns (7 listed in Hinds and 4 in Kaiser) are reduplicated to indicate plurality",Kaiser (2013:8); Hinds (1986:227),noun,number,word
nucl1643-GB160,nucl1643,GB160,1,GB160-1,ideophones are reduplicated,Kaiser (2013:8),adjective,other,word
nucl1643-GB165,nucl1643,GB165,0,GB165-0,,Hinds (1986:222-223),noun,number,word
nucl1643-GB166,nucl1643,GB166,0,GB166-0,,Hinds (1986:222-223),noun,number,word
nucl1643-GB167,nucl1643,GB167,0,GB167-0,,Hinds (1986:1-445),pronoun,deixis,clause
nucl1643-GB170,nucl1643,GB170,0,GB170-0,,Hinds (1986:226),adjective,class agreement,NP
nucl1643-GB171,nucl1643,GB171,0,GB171-0,,Hinds (1986:226),demonstrative,class agreement,NP
nucl1643-GB172,nucl1643,GB172,0,GB172-0,,Hinds (1986:226),multiple,class agreement,NP
nucl1643-GB177,nucl1643,GB177,0,GB177-0,,Hinds (1986:1-445),verb,argument marking (core),word
nucl1643-GB184,nucl1643,GB184,0,GB184-0,,Hinds (1986:347),adjective,number,NP
nucl1643-GB185,nucl1643,GB185,1,GB185-1,optional,Hinds (1986:269),demonstrative,number,NP
nucl1643-GB186,nucl1643,GB186,0,GB186-0,,Hinds (1986:234-236),article,number,NP
nucl1643-GB187,nucl1643,GB187,1,GB187-1,,Hinds (1986:430),noun,denominal derivation,word
nucl1643-GB188,nucl1643,GB188,0,GB188-0,,Hinds (1986:1-445),noun,denominal derivation,word
nucl1643-GB192,nucl1643,GB192,0,GB192-0,,Hinds (1986:226),multiple,class agreement,clause
nucl1643-GB196,nucl1643,GB196,1,GB196-1,,"Hinds (1986:239, 257)",pronoun,deixis,word
